word,id,property,object,question,sparql
eve,392,height,Amazon_Eve,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { Amazon_Eve height ?height },How tall is Amazon Eve?
everest,354,locatedInArea,Mount_Everest,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Mount_Everest locatedInArea ?uri . ?uri rdf:type Country },What country is Mount Everest in?
  ,384,firstAscentPerson,Mount_Everest,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Mount_Everest firstAscentPerson ?uri },Who was the first to climb Mount Everest?
everyone,79,birthDate,Person,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date },Show me everyone who was born on Halloween.
facebook,170,foundedBy,Facebook,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri },Who is the owner of Facebook?
family,365,creator,Family_Guy,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Family_Guy creator ?uri },Who created Family Guy?
farmers,401,editor,Farmers'_Almanac,PREFIX dbp: <http://dbpedia.org/property/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Farmers'_Almanac> dbp:editor ?uri },Who writes the Farmers' Almanac?
fdny,111,employees,New_York_City_Fire_Department,SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num },What is the total amount of men and women serving in the FDNY?
fiction,342,budget,Pulp_Fiction,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { Pulp_Fiction budget ?n },How much did Pulp Fiction cost?
fifa,105,fifaMin,Brazil_national_football_team,SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n },What was Brazil's lowest rank in the FIFA World Ranking?
films,11,rdf:type,Film,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; country Denmark },Give me all Danish films.
  ,50,-,-,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach> },How many films did Hal Roach produce?
  ,63,starring,Film,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> ; <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Garry_Marshall> },In which films directed by Garry Marshall was Julia Roberts starring?
  ,84,rdf:type,Film,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/producer> ?uri . } ORDER BY DESC(COUNT(?film)) OFFSET 0 LIMIT 1,Who produced the most films?
  ,106,starring,Film,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Leonardo_DiCaprio> },How many films did Leonardo DiCaprio star in?
  ,124,-,-,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Clint_Eastwood> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Clint_Eastwood> },Which films starring Clint Eastwood did he direct himself?
  ,161,producer,Film,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach> },Give me all films produced by Hal Roach.
  ,182,rdf:type,Film,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) },Give me all films produced by Steven Spielberg with a budget of at least $80 million.
  ,184,starring,Film,SELECT DISTINCT ?uri WHERE { ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/producer> ?uri },Who produced films starring Natalie Portman?
  ,282,-,-,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri director Stanley_Kubrick },Which films did Stanley Kubrick direct?
  ,390,rdf:type,Film,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; starring Julia_Roberts ; starring Richard_Gere },In which films did Julia Roberts as well as Richard Gere play?
  ,407,-,-,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri director Tim_Burton ; budget ?b } ORDER BY ?b OFFSET 0 LIMIT 1,Which of Tim Burton's films had the highest budget?
finance,202,leader,Federal_Ministry_of_Finance_(Germany),PREFIX  <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> leader ?leader },Who is the current federal minister of finance in Germany?
florida,353,populationTotal,"Melbourne,_Florida","PREFIX  <http://dbpedia.org/ontology/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Melbourne,_Florida> populationTotal ?uri }","What is the total population of Melbourne, Florida?"
football,281,date,2018_FIFA_World_Cup,PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?Date WHERE { dbr:2018_FIFA_World_Cup dbp:date ?Date } ORDER BY DESC(?Date) LIMIT 1,When will start the final match of the football world cup 2018?
forbes,220,editor,Forbes,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Forbes editor ?uri },Who is the editor of Forbes?
formula,311,rdf:type FormulaOneRacer,FormulaOneRacer,PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type FormulaOneRacer ; races ?x } ORDER BY DESC(?x) OFFSET 0 LIMIT 1,Who is the Formula 1 race driver with the most races?
foundation,347,series,Foundation_series,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series Foundation_series },Show me all books in Asimov's Foundation series.
franc,147,currency,West_African_CFA_franc,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/West_African_CFA_franc> },In which countries can you pay using the West African CFA franc?
france,387,location,France,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri wineProduced Sparkling_wine ; location France },Where in France is sparkling wine produced?
friends,226,completionDate,Friends,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?date WHERE { dbr:Friends completionDate ?date },When was the last episode of the TV series Friends aired?
fring,204,portrayer,Gus_Fring,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Gus_Fring portrayer ?uri },Who played Gus Fring in Breaking Bad?
galactica,160,numberOfEpisodes,Battlestar_Galactica_%282004_TV_series%29,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { <http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> numberOfEpisodes ?x . <http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> numberOfEpisodes ?y FILTER ( ?y > ?x ) },Does the new Battlestar Galactica series have more episodes than the old one?
game,32,ign,"Action_role-playing_video_games, The_Hunger_Games, GMT_Games",SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10,What are the top-10 action role-playing video games according to IGN?
  ,129,author,"The_Hunger_Games, GMT_Games",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/property/author> ?uri },Who wrote The Hunger Games?
  ,232,developer,World_of_Warcraft,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { World_of_Warcraft developer ?uri },Who developed the video game World of Warcraft?
  ,290,publisher,GMT_Games,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri publisher GMT_Games },List all games by GMT.
  ,295,rdf:type, VideoGame,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type VideoGame ; publisher Mean_Hamster_Software },Give me all video games published by Mean Hamster Software.
  ,338,numberOfEpisodes,Game_of_Thrones,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Breaking_Bad numberOfEpisodes ?x . Game_of_Thrones numberOfEpisodes ?y FILTER ( ?y > ?x ) },Does Breaking Bad have more episodes than Game of Thrones?
  ,358,rdf:type, VideoGame,"PREFIX  <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?uri rdf:type VideoGame ; rdfs:label ""Battle Chess""@en }",Is there a video game called Battle Chess?
  ,397,composer,Game_of_Thrones,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Game_of_Thrones composer ?uri },Who wrote the Game of Thrones theme?
gange,395,sourceCountry,Ganges,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Ganges sourceCountry ?uri },In which country does the Ganges start?
germany,78,office,Chancellor_of_Germany,"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }",Give me all federal chancellors of Germany.
  ,82,birthPlace,Germany,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } },Which actors were born in Germany?
  ,154,skos:broader,Cities_in_Germany,PREFIX  <http://dbpedia.org/ontology/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbc: <http://dbpedia.org/resource/Category:> PREFIX dct: <http://purl.org/dc/terms/> SELECT ?city WHERE { ?m skos:broader dbc:Cities_in_Germany . ?city dct:subject ?m ; areaTotal ?area } ORDER BY ?area LIMIT 1,What is the smallest city by area in Germany?
  ,202,leader,Federal_Ministry_of_Finance_(Germany),PREFIX  <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> leader ?leader },Who is the current federal minister of finance in Germany?
  ,288,populationDensityRank,Germany,PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?rank WHERE { dbr:Germany dbp:populationDensityRank ?rank },how much is the population densty rank of germany?
gimp,247,programmingLanguage,GIMP,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { GIMP programmingLanguage ?uri },In which programming language is GIMP written?
giza,359,restingPlace,Great_Pyramid_of_Giza,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?uri WHERE { ?uri restingPlace dbr:Great_Pyramid_of_Giza },Who was buried in the Great Pyramid of Giza?
gmt,1,publisher,GMT_Games,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?uri WHERE { ?uri publisher GMT_Games },List all boardgames by GMT.
  ,290,publisher,GMT_Games,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri publisher GMT_Games },List all games by GMT.
goldmine,314,  ,[Velvet_Goldmine],PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Velvet_Goldmine starring Christian_Bale },Is Christian Bale starring in Velvet Goldmine?
goofy,87,creator,Goofy,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Goofy> <http://dbpedia.org/ontology/creator> ?uri },Who created Goofy?
google,85,numberOfEmployees,Google,SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/numberOfEmployees> ?num },How many employees does Google have?
grand,309,award,Grand_Prix_(Cannes_Film_Festival),PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Aki_Kaurism??ki award <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> },Did Kaurism??ki ever win the Grand Prix at Cannes?
grape,323,growingGrape,Oregon_wine growingGrape,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Oregon_wine growingGrape ?uri },Which types of grapes grow in Oregon?
great,346,areaTotal,Great_Bear_Lake,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) },Is Lake Baikal bigger than the Great Bear Lake?
  ,359,restingPlace,Great_Pyramid_of_Giza,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?uri WHERE { ?uri restingPlace dbr:Great_Pyramid_of_Giza },Who was buried in the Great Pyramid of Giza?
grunge_record,394,genre,Grunge,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type RecordLabel ; genre Grunge ; country Canada },Give me all Canadian Grunge record labels.
gus,204,portrayer,Gus_Fring,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Gus_Fring portrayer ?uri },Who played Gus Fring in Breaking Bad?
guy,12,director,Guy_Ritchie,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; starring Brad_Pitt ; director Guy_Ritchie },Which movies starring Brad Pitt were directed by Guy Ritchie?
  ,365,creator,Family_Guy,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Family_Guy creator ?uri },Who created Family Guy?
halloween,79,birthDate,Halloween,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date },Show me everyone who was born on Halloween.
hamster,295,  ,Mean_Hamster_Software,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type VideoGame ; publisher Mean_Hamster_Software },Give me all video games published by Mean Hamster Software.
hbo,158,series,The_Sopranos,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 },List all episodes of the first season of the HBO television series The Sopranos!
  ,331,series,The_Sopranos,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series The_Sopranos ; seasonNumber 1 },List all episodes of the first season of the HBO television series The Sopranos.
headquarter,364,headquarter,Secret_Intelligence_Service,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom },In which UK city are the headquarters of the MI6?
  ,404,location,Headquarters_of_the_United_Nations,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Headquarters_of_the_United_Nations location ?uri . ?uri rdf:type City },In which city are the headquarters of the United Nations?
health,176,speciality,UNC_Health_Care,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri },What are the specialities of the UNC Health Care?
hells,92,founded,Hells_Angels,SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Hells_Angels> <http://dbpedia.org/property/founded> ?date },When were the Hells Angels founded?
heraklion,3,birthPlace,Heraklion,PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX onto: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri rdf:type onto:Person ; onto:birthPlace <http://dbpedia.org/resource/Heraklion>. },Which people were born in Heraklion?
heritage,68,rdf:type,WorldHeritageSite,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WorldHeritageSite> . { ?uri <http://dbpedia.org/property/year> '2013'^^xsd:integer . } UNION { ?uri <http://dbpedia.org/property/year> '2014'^^xsd:integer . } },Give me all world heritage sites designated within the past two years.
hero,412,starring,Last_Action_Hero,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Last_Action_Hero starring ?uri },Give me all actors starring in Last Action Hero.
himalaya,55,country,Himalayas,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?country . ?country <http://dbpedia.org/ontology/capital> ?uri },Give me the capitals of all countries that the Himalayas run through.
hockey,208,Ankara,Turkish_Ice_Hockey_First_League,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x city Ankara ; league Turkish_Ice_Hockey_First_League ; coach ?uri },Who is the coach of Ankara's ice hockey team?
holiday,94,country,Holiday,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Holiday> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Sweden> },Give me all Swedish holidays.
  ,148,rdf:type,Holiday,PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Holiday },Which holidays are celebrated around the world?
  ,305,rdf:type,Holiday,PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Holiday },Which holidays are celebrated around the world? test2
horse,223,rdf:typ,Horse_racing,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { dbr:Horse_racing rdf:type Sport },Is horse racing a sport?
hotel,379,writer,Hotel_California,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Hotel_California writer ?uri },Who wrote the song Hotel California?
house,215,location,Palace_of_Westminster,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT ?uri WHERE { Palace_of_Westminster location ?uri },What is the location of the Houses of Parliament?
hovercrafts,253,product,Hovercraft,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Company ; product Hovercraft },Which companies produce hovercrafts?
hunger,129,author,The_Hunger_Games,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/property/author> ?uri },Who wrote The Hunger Games?
ibm,157,numberOfEmployees,IBM,SELECT DISTINCT ?number WHERE { <http://dbpedia.org/resource/IBM> <http://dbpedia.org/ontology/numberOfEmployees> ?number },How many employees does IBM have?
ice,208,league,Turkish_Ice_Hockey_First_League,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x city Ankara ; league Turkish_Ice_Hockey_First_League ; coach ?uri },Who is the coach of Ankara's ice hockey team?
icro,159,abbreviation,ICRO,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/abbreviation> ""ICRO"" }",What does ICRO stand for?
illinois,36,borderingstates,Illinois,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri },Which states border Illinois?
industry,97,-,-,"SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Advertising> } UNION { ?uri <http://dbpedia.org/ontology/industry> ?industry FILTER regex(?industry, ""advertising"", ""i"") } }",Give me all companies in the advertising industry.
interpretation,238,author,The_Interpretation_of_Dreams author,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Author WHERE { dbr:The_Interpretation_of_Dreams author ?Author },Who is the author of the interpretation of dreams?
invasion,198,date,Bay_of_Pigs_Invasion,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Cuban_Missile_Crisis date ?x . Bay_of_Pigs_Invasion date ?y FILTER ( ?x < ?y ) },Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?
iran,262,borders,Geography_of_Iran,PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?border WHERE { dbr:Geography_of_Iran dbp:borders ?border } LIMIT 8,With how many countries Iran has borders?
iraq,283,populationTotal,Iraq,PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?pIraq WHERE { dbr:Iraq populationTotal ?pIraq },how much is the population  Iraq?
ireland,80,origin,Beer_in_Ireland,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> },Which beer originated in Ireland?
isar,268,inflow,Isar,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?x inflow Isar ; rdf:type Lake },Does the Isar flow into a lake?
island,59,country,[Island],SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Island> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> },Give me all islands that belong to Japan.
istanbul,100,city,Istanbul,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> { ?uri <http://dbpedia.org/ontology/almaMater> ?x } UNION { ?uri <http://dbpedia.org/ontology/education> ?x } { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Istanbul> } UNION { ?x <http://dbpedia.org/property/city> <http://dbpedia.org/resource/Istanbul> } },Which writers studied in Istanbul?
italy,289,locatedInArea,Italy,PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Mountain ; locatedInArea Italy ; elevation ?num } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,What is the highest mountain in Italy?
iycm,322,abbreviation,IYCM,"PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri abbreviation ""IYCM"" }",What does IYCM stand for?
